id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot
1950945236.0,1950945236,arXiv_grqc,,A new way to get your daily dose of gr-qc preprints from arXiv,,176,2,19,10/10/2013 5:43,0,False,23319,en,Dilatonic BTZ black holes with power-law field. (arXiv:1703.03403v1 [gr-qc]) https://t.co/ZZcgpmxo1v,True,True,False,arXiv gr-qc,1
2895992899.0,2895992899,allnothings,Dresden,Tweets randomly ~10 times a day between 8am-10pm PST. Complaints: @beaugunderson,,160,12,24,Mon Nov 10 21:20:41 +0000 2014,0,False,14279,en,"{u'contributors': None, u'truncated': False, u'text': u'The best jokes are spherical, and spherical because they are in some way bonnie.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841027038412656640, u'favorite_count': 0, u'source': u'<a href=""http://beaugunderson.com/"" rel=""nofollow"">allnothings</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841027038412656640', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 12 20:44:06 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,"Everything, nothing",1
7.94e+17,7.94E+17,pkmn_bonsai,,artisanal bot by @Objelisks,https://t.co/PZMUNYF6xY,18,0,9,Thu Nov 03 20:35:58 +0000 2016,0,False,1590,en,"{'created_at': 'Mon Mar 13 18:55:03 +0000 2017', 'id': 841361983177867264, 'id_str': '841361983177867264', 'text': 'https://t.co/6Fq4vVRkEX', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 841361980933922816, 'id_str': '841361980933922816', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/media/C60eQ5EV4AA2m0H.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C60eQ5EV4AA2m0H.jpg', 'url': 'https://t.co/6Fq4vVRkEX', 'display_url': 'pic.twitter.com/6Fq4vVRkEX', 'expanded_url': 'https://twitter.com/pkmn_bonsai/status/841361983177867264/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 512, 'h': 512, 'resize': 'fit'}, 'small': {'w': 512, 'h': 512, 'resize': 'fit'}, 'large': {'w': 512, 'h': 512, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 841361980933922816, 'id_str': '841361980933922816', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/media/C60eQ5EV4AA2m0H.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C60eQ5EV4AA2m0H.jpg', 'url': 'https://t.co/6Fq4vVRkEX', 'display_url': 'pic.twitter.com/6Fq4vVRkEX', 'expanded_url': 'https://twitter.com/pkmn_bonsai/status/841361983177867264/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 512, 'h': 512, 'resize': 'fit'}, 'small': {'w': 512, 'h': 512, 'resize': 'fit'}, 'large': {'w': 512, 'h': 512, 'resize': 'fit'}}}]}, 'source': '<a href=""https://github.com/Objelisks/nabomamo/tree/master/2_pkmn_bonsai"" rel=""nofollow"">pkmn_bonsai</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}",False,False,True,pkmn_bonsai,1
2383588777.0,2383588777,memcached_magic,,Because memcached is magic. I'm a bot that updates every 3 hours. By @tinysubversions.,,35,1,9,Tue Mar 11 11:33:50 +0000 2014,0,False,4402,en,"{u'contributors': None, u'truncated': False, u'text': u'what the chuff is memcached tap', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 635791956451438592, u'favorite_count': 0, u'source': u'<a href=""http://tinysubversions.com"" rel=""nofollow"">Memcached Magic</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'635791956451438592', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Mon Aug 24 12:33:09 +0000 2015', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,memcached magic,1
7.48e+17,7.48E+17,elmerw28,"Braxton village, MS, USA",I am a student of the Teachings of the Honorable Elijah Muhammad. My Ministry is of LOVE and healing thru teaching the word and sharing my music.,,5,714,0,6/28/2016 18:33,124,False,189,en,,True,False,False,Elmer Price,1
2256099668.0,2256099668,PriceOfDogecoin,TO THE MOON!,Donations Appreciated : D7C1ELtowbSvzy1DoSMuq7tGijjG3X1g2d,,1829,8,51,Sat Dec 21 06:49:02 +0000 2013,62,False,27851,en,"{'created_at': 'Sun Feb 14 00:45:14 +0000 2016', 'id': 698669292930224128, 'id_str': '698669292930224128', 'text': ""I'll try to get this thing working again. Obviously not quite on top of things."", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",True,False,False,The Price of DOGE,1
8.22e+17,8.22E+17,chicknolapowell,"Glenview village, IL, USA",Family over everything,,1,262,0,1/20/2017 9:50,25,False,28,en,,True,False,False,chicknolapowell,1
8.24e+17,8.24E+17,meua_lee,,I DONT NEE A FUCKIN SLOGGIN FUC A TEAM I JUST FOLLOW ACK UNFOLLOW ME AND I'LL KICK YOUR ASS,,0,26,0,Thu Jan 26 02:54:35 +0000 2017,39,False,57,en,"{""created_at"": ""Mon Mar 13 02:58:51 +0000 2017"", ""hashtags"": [], ""id"": 841121347908526080, ""id_str"": ""841121347908526080"", ""lang"": ""en"", ""retweet_count"": 1124, ""retweeted_status"": {""created_at"": ""Mon Mar 13 02:26:31 +0000 2017"", ""favorite_count"": 384, ""hashtags"": [], ""id"": 841113211508281344, ""id_str"": ""841113211508281344"", ""lang"": ""en"", ""retweet_count"": 1124, ""source"": ""<a href=\""http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>"", ""text"": ""For great book promotion follow @tweetyournovel @books2delight @BookTweepz @BookBuzzers @TweetYourBooks @AuthorBookBoost @WriteIntoPrint"", ""urls"": [], ""user_mentions"": [{""id"": 287285192, ""name"": ""TweetYourNovel"", ""screen_name"": ""TweetYourNovel""}, {""id"": 3318192802, ""name"": ""books2delight"", ""screen_name"": ""books2delight""}, {""id"": 2701987350, ""name"": ""Book Tweeps"", ""screen_name"": ""BookTweepz""}, {""id"": 2184320539, ""name"": ""Book Buzzers"", ""screen_name"": ""BookBuzzers""}, {""id"": 328695608, ""name"": ""TYB Book Promotions"", ""screen_name"": ""TweetYourBooks""}, {""id"": 319962159, ""name"": ""Author #BookBoost"", ""screen_name"": ""AuthorBookBoost""}, {""id"": 225010383, ""name"": ""WriteIntoPrint"", ""screen_name"": ""WriteIntoPrint""}]}, ""source"": ""<a href=\""http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>"", ""text"": ""RT @DrJimmyStar: For great book promotion follow @tweetyournovel @books2delight @BookTweepz @BookBuzzers @TweetYourBooks @AuthorBookBoost @\u2026"", ""urls"": [], ""user_mentions"": [{""id"": 26570863, ""name"": ""Jimmy Star"", ""screen_name"": ""DrJimmyStar""}, {""id"": 287285192, ""name"": ""TweetYourNovel"", ""screen_name"": ""TweetYourNovel""}, {""id"": 3318192802, ""name"": ""books2delight"", ""screen_name"": ""books2delight""}, {""id"": 2701987350, ""name"": ""Book Tweeps"", ""screen_name"": ""BookTweepz""}, {""id"": 2184320539, ""name"": ""Book Buzzers"", ""screen_name"": ""BookBuzzers""}, {""id"": 328695608, ""name"": ""TYB Book Promotions"", ""screen_name"": ""TweetYourBooks""}, {""id"": 319962159, ""name"": ""Author #BookBoost"", ""screen_name"": ""AuthorBookBoost""}]}",True,False,False,Lee Meua,1
3105987827.0,3105987827,a_travel_bot,anywhere and everywhere,Miniature random travel guides for randomly chosen locations. A bot companion to A Travel Guide. Sentences sourced from Wikivoyage. CC BY-SA 3.0. By @aparrish.,http://t.co/6CiUZhUYnZ,152,0,85,Sun Mar 22 22:20:40 +0000 2015,0,False,3301,en,"{u'contributors': None, u'truncated': False, u'text': u'EAT\nWith so much fresh food available, seek out boutique and independent operations with a focus on quality and freshness. Nothing fancy.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 840982978385838080, u'favorite_count': 0, u'source': u'<a href=""http://www.decontextualize.com/"" rel=""nofollow"">A Travel Bot</a>', u'retweeted': False, u'coordinates': {u'type': u'Point', u'coordinates': [-70.75, -34.166699999999999]}, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'840982978385838080', u'favorited': False, u'geo': {u'type': u'Point', u'coordinates': [-34.166699999999999, -70.75]}, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 12 17:49:01 +0000 2017', u'in_reply_to_status_id_str': None, u'place': {u'full_name': u'Rancagua, Chile', u'url': u'https://api.twitter.com/1.1/geo/id/00b596506d9933be.json', u'country': u'Chile', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-70.941151000000005, -34.215221499999998], [-70.677000899999996, -34.215221499999998], [-70.677000899999996, -34.027842999999997], [-70.941151000000005, -34.027842999999997]]]}, u'contained_within': [], u'country_code': u'CL', u'attributes': {}, u'id': u'00b596506d9933be', u'name': u'Rancagua'}}",True,False,False,A Travel Bot,1
2954620643.0,2954620643,MAmuamunt,"Norwich city, NY, USA","Official page of Angie Harmon. Mother of three AMAZING kids, Unicef Ambassador, Writer, Director, LOVE being part of TNT Rizzoli & Isles",,24,2000,0,1/1/2015 11:01,273,False,315,en,,False,False,False,Thomas Ward,1
7.15e+17,7.15E+17,wordisaprison,,,,162,0,14,3/30/2016 20:46,0,False,20469,en,"Status(in_reply_to_user_id=None, place=None, id_str='841315416752414722', coordinates=None, retweet_count=0, lang='en', source_url='http://prisonbookprogram.org/', in_reply_to_screen_name=None, in_reply_to_user_id_str=None, _json={'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, 'place': None, 'id_str': '841315416752414722', 'retweet_count': 0, 'lang': 'en', 'in_reply_to_screen_name': None, 'in_reply_to_user_id_str': None, 'is_quote_status': False, 'created_at': 'Mon Mar 13 15:50:00 +0000 2017', 'retweeted': False, 'favorite_count': 0, 'id': 841315416752414722, 'in_reply_to_status_id_str': None, 'truncated': False, 'geo': None, 'favorited': False, 'contributors': None, 'source': '<a href=""http://prisonbookprogram.org/"" rel=""nofollow"">Is a prison</a>', 'in_reply_to_status_id': None, 'text': 'cooperating is a prison', 'coordinates': None, 'in_reply_to_user_id': None}, is_quote_status=False, in_reply_to_status_id_str=None, _api=<tweepy.api.API object at 0x0000021DA3D58518>, entities={'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, favorite_count=0, id=841315416752414722, created_at=datetime.datetime(2017, 3, 13, 15, 50), truncated=False, geo=None, favorited=False, contributors=None, source='Is a prison', text='cooperating is a prison', retweeted=False, in_reply_to_status_id=None)",True,False,False,everything a prison,1
7.82e+17,7.82E+17,selfportraitexe,A:\,Generating äóìself-portraitsäó once a day äó¢ A bot by @ashur äó¢ #botALLY,https://t.co/4UWNAZLkmU,62,0,13,Thu Sep 29 18:55:08 +0000 2016,0,False,166,en,"{'created_at': 'Mon Mar 13 16:00:04 +0000 2017', 'id': 841317949302550529, 'id_str': '841317949302550529', 'text': 'https://t.co/PDjPS18Id4', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 841317946773368832, 'id_str': '841317946773368832', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/media/C6z2NxCWcAA1ti-.png', 'media_url_https': 'https://pbs.twimg.com/media/C6z2NxCWcAA1ti-.png', 'url': 'https://t.co/PDjPS18Id4', 'display_url': 'pic.twitter.com/PDjPS18Id4', 'expanded_url': 'https://twitter.com/selfportraitexe/status/841317949302550529/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 580, 'h': 410, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 580, 'h': 410, 'resize': 'fit'}, 'large': {'w': 580, 'h': 410, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 841317946773368832, 'id_str': '841317946773368832', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/media/C6z2NxCWcAA1ti-.png', 'media_url_https': 'https://pbs.twimg.com/media/C6z2NxCWcAA1ti-.png', 'url': 'https://t.co/PDjPS18Id4', 'display_url': 'pic.twitter.com/PDjPS18Id4', 'expanded_url': 'https://twitter.com/selfportraitexe/status/841317949302550529/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 580, 'h': 410, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 580, 'h': 410, 'resize': 'fit'}, 'large': {'w': 580, 'h': 410, 'resize': 'fit'}}}]}, 'source': '<a href=""http://cabreramade.co/bots"" rel=""nofollow"">selfportrait.exe</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}",True,False,False,selfportrait.exe,1
3168222871.0,3168222871,TermsofSbot,The back of ur blank check,I read the terms that you do not,,107,334,21,Thu Apr 23 03:41:21 +0000 2015,19,False,5394,en,"{u'contributors': None, u'truncated': False, u'text': u'Your noticed #blessed post may be labeled technically clickbaitable through tastemakers and so can only be rebranded', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841021550732201986, u'favorite_count': 0, u'source': u'<a href=""http://markcmarino.com"" rel=""nofollow"">Terms of Service Bot</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [13, 21], u'text': u'blessed'}], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841021550732201986', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 12 20:22:17 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,Terms of Service Bot,1
8.12e+17,8.12E+17,walenar21,"Early city, IA, USA",RTs and follows are not endorsement. Tweets are in English and Turkish.,,0,231,0,12/23/2016 16:20,17,False,20,en,,True,False,False,walenar21,1
2789749526.0,2789749526,pseudo_papers,,PubMed search bot for pseudomonas. Opinions are my own and indicate terrifying emergence of sentience. Alert @kay_aych in case of robot uprising/bugs.,http://t.co/W44Vgoc0N6,509,35,33,9/4/2014 12:51,0,False,10551,en,Physico-cultural parameters during AgNPs biotransformation with bactericidal activity against human pathogens. https://t.co/OR9OeGh7Jf,False,False,False,pseudomonaspapers,1
3315333763.0,3315333763,lncRNA_papers,"Boulder, CO",Bringing you the latest in #lncRNA scientific literature. #lincRNA #longnoncodingRNA #RNA #biochem #pubmed #science,,288,1,16,8/14/2015 18:02,0,False,3427,en,Exosomes-mediated transfer of long noncoding RNA ZFAS1 promotes gastric cancer progression. https://t.co/mfFijpFYpj https://t.co/sR3Ts09iHJ,True,False,False,lncRNApapers,1
8.08e+17,8.08E+17,Now_Boobs,World,Welcome to my #big_boobs profile. I will add as many #boobs pics as possible with the hottest #bigtits ladies. For more enter https://t.co/Dp4twz1jti,https://t.co/WZDWWQxvCd,117,353,10,Sun Dec 11 13:39:48 +0000 2016,7,False,2853,en,"{'created_at': 'Mon Mar 13 20:23:09 +0000 2017', 'id': 841384154449100800, 'id_str': '841384154449100800', 'text': 'Most #beautifulbabes with #naturalbreasts having #livechat on https://t.co/35j1c8k9MH. If you want #freesexchat witäó_ https://t.co/vDxxj0MXgy', 'truncated': True, 'entities': {'hashtags': [{'text': 'beautifulbabes', 'indices': [5, 20]}, {'text': 'naturalbreasts', 'indices': [26, 41]}, {'text': 'livechat', 'indices': [49, 58]}, {'text': 'freesexchat', 'indices': [99, 111]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/35j1c8k9MH', 'expanded_url': 'http://bit.ly/2gtds0o', 'display_url': 'bit.ly/2gtds0o', 'indices': [62, 85]}, {'url': 'https://t.co/vDxxj0MXgy', 'expanded_url': 'https://twitter.com/i/web/status/841384154449100800', 'display_url': 'twitter.com/i/web/status/8äó_', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,False,False,BigBoobsNow,1
3170956028.0,3170956028,snailsnake,chutes and shells,snail half dedicated to @inky // complaints to @beaugunderson,http://t.co/yacbaqyjMA,198,2,20,Fri Apr 24 15:21:38 +0000 2015,1,False,11675,en,"{u'contributors': None, u'truncated': False, u'text': u'the children argued because one slice of snake cake, or snake, was slightly larger than the other', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841008149565857793, u'favorite_count': 0, u'source': u'<a href=""https://beaugunderson.com/"" rel=""nofollow"">Snail Snake</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841008149565857793', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 12 19:29:02 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,Snail Snake,1
161859875.0,161859875,duane_persaud,"New Jersey, USA",,None,2,12,0,Sat Aug 06 21:21:49 +0000 2016,202,False,0,en,None,True,True,,Duane D. P.,1
4494416373.0,4494416373,ValentinoBot,,A bot that tweets every line said by Robbie Valentino on Gravity Falls every 30 minutes. Please report any mistakes/misspellings/errors to @JadaManiscalco.,,873,8,4,Tue Dec 15 18:02:08 +0000 2015,0,False,20734,en,"{'retweeted': False, 'is_quote_status': False, 'favorite_count': 0, 'retweet_count': 0, 'place': None, 'in_reply_to_status_id': None, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [], 'symbols': []}, 'geo': None, 'id_str': '841319455816740864', 'in_reply_to_screen_name': None, 'text': ""But, you were right. I just needed to move on. I'm...happy? Pretty weird, huh?"", 'in_reply_to_user_id_str': None, 'source': '<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>', 'truncated': False, 'in_reply_to_user_id': None, 'created_at': 'Mon Mar 13 16:06:03 +0000 2017', 'contributors': None, 'in_reply_to_status_id_str': None, 'lang': 'en', 'id': 841319455816740864, 'favorited': False, 'coordinates': None}",True,False,False,Robbie Valentino bot,1
2784743756.0,2784743756,relations_js,,updates every few hours // made by @katierosepipkin,,99,0,24,Mon Sep 01 21:46:54 +0000 2014,0,False,75,en,"{u'contributors': None, u'truncated': False, u'text': u'me: a mountaintop attainment. you: a neurologic conservator.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 550166625513914368, u'favorite_count': 2, u'source': u'<a href=""https://twitter.com/"" rel=""nofollow"">tweetsugh</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 1, u'id_str': u'550166625513914368', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Wed Dec 31 05:48:39 +0000 2014', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,me + you,1
2605381224.0,2605381224,bandname_exe,,New and improved(?) Fashionable Metal Bandname Generator. Tweet request bandname at it to get your very own bandname // by @dbaker_h,http://t.co/wIjkIUKTLc,134,0,17,Sat Jul 05 12:25:08 +0000 2014,0,False,7597,en,"{u'contributors': None, u'truncated': False, u'text': u'Redefine the Illusion', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 758591466524389376, u'favorite_count': 2, u'source': u'<a href=""http://d-baker.github.io/bn-generator/"" rel=""nofollow"">bandname_exe</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 2, u'id_str': u'758591466524389376', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Thu Jul 28 09:14:34 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,bandname.exe,1
7.64e+17,7.64E+17,LoremipsumBot,,A Lorem ipsum hourly generator. By @congegno #botALLY,,15,1,5,8/12/2016 14:49,0,False,5017,it,"Status(in_reply_to_user_id=None, place=None, id_str='841315426151866368', coordinates=None, retweet_count=0, lang='pt', source_url='http://dissochat.com', in_reply_to_screen_name=None, in_reply_to_user_id_str=None, _json={'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, 'place': None, 'id_str': '841315426151866368', 'retweet_count': 0, 'lang': 'pt', 'in_reply_to_screen_name': None, 'in_reply_to_user_id_str': None, 'is_quote_status': False, 'created_at': 'Mon Mar 13 15:50:03 +0000 2017', 'retweeted': False, 'favorite_count': 0, 'id': 841315426151866368, 'in_reply_to_status_id_str': None, 'truncated': False, 'geo': None, 'favorited': False, 'contributors': None, 'source': '<a href=""http://dissochat.com"" rel=""nofollow"">Lorem ipsum generator</a>', 'in_reply_to_status_id': None, 'text': 'Lorem ipsum proemio longanime ridens; deficientem locupletari tritamen praelibatissimas iactura.', 'coordinates': None, 'in_reply_to_user_id': None}, is_quote_status=False, in_reply_to_status_id_str=None, _api=<tweepy.api.API object at 0x0000021DA3D58518>, entities={'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, favorite_count=0, id=841315426151866368, created_at=datetime.datetime(2017, 3, 13, 15, 50, 3), truncated=False, geo=None, favorited=False, contributors=None, source='Lorem ipsum generator', text='Lorem ipsum proemio longanime ridens; deficientem locupletari tritamen praelibatissimas iactura.', retweeted=False, in_reply_to_status_id=None)",True,False,False,Lorem ipsum,1
3307268018.0,3307268018,genie_nelson,"Brier, WA",Starting my second half of life,,4,47,0,5/8/2015 22:29,0,False,1,en,"Status(_api=<tweepy.api.API object at 0x101927e48>, _json={'created_at': 'Sun Oct 02 06:10:02 +0000 2016', 'id': 782462628174016512, 'id_str': '782462628174016512', 'text': 'Paleo Pumpkin Muffins äóñ Made with Coconut Flour https://t.co/Mn74v5sRjp', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Mn74v5sRjp', 'expanded_url': 'http://www.healthextremist.com/paleo-pumpkin-muffins-made-coconut-flour/', 'display_url': 'healthextremist.com/paleo-pumpkin-äó_', 'indices': [48, 71]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, created_at=datetime.datetime(2016, 10, 2, 6, 10, 2), id=782462628174016512, id_str='782462628174016512', text='Paleo Pumpkin Muffins äóñ Made with Coconut Flour https://t.co/Mn74v5sRjp', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Mn74v5sRjp', 'expanded_url': 'http://www.healthextremist.com/paleo-pumpkin-muffins-made-coconut-flour/', 'display_url': 'healthextremist.com/paleo-pumpkin-äó_', 'indices': [48, 71]}]}, source='Twitter Web Client', source_url='http://twitter.com', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, possibly_sensitive=False, lang='en')",False,False,False,Genie Nelson,1
2409784321.0,2409784321,ManyJams,Everywhere,There are a lot of game jams. So here. Have a new one every three hours. A bot by @tinysubversions,,145,1,19,Tue Mar 25 00:36:22 +0000 2014,0,False,6758,en,"{u'contributors': None, u'truncated': False, u'text': u'Game Jam for Ter Stegen #TerStegenJam', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 840977701066416128, u'favorite_count': 0, u'source': u'<a href=""http://tinysubversions.com"" rel=""nofollow"">somanyjams</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [24, 37], u'text': u'TerStegenJam'}], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'840977701066416128', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 12 17:28:03 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,So Many Game Jams,1
2955333247.0,2955333247,Marquis_Turnerx,"Odin village, IL, USA",https://t.co/6QpVrdlOGT.,,19,1952,2,1/1/2015 22:11,290,False,420,en,,False,False,False,Marquis Turner,1
8.23e+17,8.23E+17,katheyp27,"West Bend, United States","Pastor of Empowerment Temple in Baltimore, MD",,1,236,0,1/23/2017 4:24,25,False,24,en,,True,False,False,katheyp27,1
